"gestion";"mes";"dia";"Fecha";"estacion";"longitud";"latitud";"altura";"Precipitacion";"Temperatura_Maxima";"Temperatura_Minima";"Humedad_Relativa_Maxima";"Humedad_Relativa_Minima";"Humedad_Relativa_Media";"Velocidad_de_Viento_Maxima";"Velocidad_de_Viento_Minima";"Direccion_de_Viento_Maxima";"Direccion_de_Viento_Minima";"eTo"
2010;1;10;10/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"29.60";"11.50";"77.00";"34.00";"59.00";"13.00";"0.00";"7.00";"0.00";"6.57"
2010;1;10;10/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"31.50";"14.00";"54.00";"34.00";"45.00";"0.00";"0.00";"0.00";"0.00";"6.83"
2010;1;11;11/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"28.60";"12.70";"68.00";"33.00";"46.00";"16.70";"7.40";"4.00";"6.00";"6.17"
2010;1;11;11/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.00";"14.50";"57.00";"31.00";"42.00";"3.70";"0.00";"2.00";"0.00";"6.34"
2010;1;12;12/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"3.10";"33.30";"12.10";"59.00";"25.00";"40.00";"25.90";"0.00";"5.00";"0.00";"7.50"
2010;1;12;12/01/10;"Sarco";-66,175556;-17,384167;2587;"1.50";"35.50";"15.50";"46.00";"18.00";"33.00";"0.00";"0.00";"0.00";"0.00";"7.79"
2010;1;13;13/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.60";"26.70";"13.80";"88.00";"43.00";"59.00";"9.30";"0.00";"14.00";"0.00";"5.49"
2010;1;13;13/01/10;"Sarco";-66,175556;-17,384167;2587;"3.50";"26.50";"15.00";"86.00";"40.00";"57.00";"9.30";"0.00";"2.00";"0.00";"5.25"
2010;1;14;14/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.50";"21.90";"14.20";"86.00";"66.00";"75.00";"22.20";"0.00";"15.00";"0.00";"4.00"
2010;1;14;14/01/10;"Sarco";-66,175556;-17,384167;2587;"1.80";"21.00";"14.50";"81.00";"74.00";"78.00";"3.70";"0.00";"4.00";"0.00";"3.64"
2010;1;15;15/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.60";"13.50";"86.00";"40.00";"57.00";"13.00";"5.60";"5.00";"16.00";"5.78"
2010;1;15;15/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"28.00";"15.00";"78.00";"43.00";"58.00";"23.20";"0.00";"7.00";"0.00";"5.69"
2010;1;16;16/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"28.90";"15.20";"73.00";"32.00";"49.00";"18.50";"0.00";"5.00";"0.00";"5.92"
2010;1;16;16/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"31.50";"16.00";"67.00";"41.00";"50.00";"0.00";"0.00";"0.00";"0.00";"6.56"
2010;1;17;17/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"30.60";"13.50";"74.00";"42.00";"62.00";"29.70";"5.60";"6.00";"14.00";"6.61"
2010;1;17;17/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"34.00";"16.50";"54.00";"23.00";"40.00";"0.00";"0.00";"0.00";"0.00";"7.22"
2010;1;18;18/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"31.10";"13.30";"66.00";"32.00";"44.00";"22.20";"0.00";"12.00";"0.00";"6.77"
2010;1;18;18/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"32.50";"16.50";"42.00";"28.00";"37.00";"15.80";"9.30";"9.00";"15.00";"6.78"
2010;1;19;19/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"20.40";"30.40";"15.00";"72.00";"26.00";"44.00";"18.50";"5.60";"5.00";"15.00";"6.37"
2010;1;19;19/01/10;"Sarco";-66,175556;-17,384167;2587;"20.00";"33.00";"17.00";"53.00";"25.00";"42.00";"23.20";"9.30";"9.00";"9.00";"6.86"
2010;1;20;20/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.40";"19.00";"12.20";"96.00";"62.00";"80.00";"7.40";"0.00";"10.00";"0.00";"3.49"
2010;1;20;20/01/10;"Sarco";-66,175556;-17,384167;2587;"0.10";"20.00";"13.00";"87.00";"66.00";"74.00";"0.00";"0.00";"0.00";"0.00";"3.63"
2010;1;21;21/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"24.20";"12.40";"76.00";"42.00";"59.00";"18.50";"7.40";"4.00";"3.00";"4.96"
2010;1;21;21/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"24.50";"13.00";"70.00";"42.00";"57.00";"0.00";"0.00";"0.00";"0.00";"4.96"
2010;1;22;22/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"28.10";"13.40";"81.00";"42.00";"56.00";"18.50";"0.00";"5.00";"0.00";"5.91"
2010;1;22;22/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.50";"19.50";"53.00";"46.00";"50.00";"0.00";"0.00";"0.00";"0.00";"5.35"
2010;1;23;23/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"5.10";"26.10";"12.80";"77.00";"38.00";"52.00";"13.00";"9.30";"15.00";"16.00";"5.43"
2010;1;23;23/01/10;"Sarco";-66,175556;-17,384167;2587;"3.00";"28.00";"13.50";"69.00";"37.00";"49.00";"0.00";"0.00";"0.00";"0.00";"5.86"
2010;1;24;24/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.20";"22.80";"12.20";"92.00";"47.00";"69.00";"29.70";"5.60";"6.00";"14.00";"4.59"
2010;1;24;24/01/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"28.50";"13.00";"91.00";"45.00";"62.00";"0.00";"0.00";"0.00";"0.00";"6.06"
2010;1;25;25/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.30";"20.00";"13.40";"89.00";"67.00";"81.00";"11.10";"7.40";"14.00";"12.00";"3.54"
2010;1;25;25/01/10;"Sarco";-66,175556;-17,384167;2587;"0.50";"19.50";"13.80";"69.00";"52.00";"61.00";"15.80";"0.00";"1.00";"0.00";"3.28"
2010;1;26;26/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"16.30";"23.30";"12.70";"91.00";"43.00";"66.00";"11.10";"7.40";"12.00";"14.00";"4.65"
2010;1;26;26/01/10;"Sarco";-66,175556;-17,384167;2587;"30.00";"23.50";"13.00";"87.00";"47.00";"63.00";"23.20";"0.00";"1.00";"0.00";"4.65"
2010;1;27;27/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"10.60";"18.30";"12.40";"95.00";"83.00";"90.00";"18.50";"9.30";"12.00";"1.00";"3.21"
2010;1;27;27/01/10;"Sarco";-66,175556;-17,384167;2587;"17.00";"18.00";"12.00";"94.00";"86.00";"90.00";"15.80";"0.00";"1.00";"0.00";"3.20"
2010;1;28;28/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"3.90";"21.20";"11.00";"84.00";"56.00";"66.00";"14.80";"5.60";"15.00";"12.00";"4.31"
2010;1;28;28/01/10;"Sarco";-66,175556;-17,384167;2587;"3.60";"31.50";"11.00";"78.00";"55.00";"64.00";"23.20";"0.00";"1.00";"0.00";"7.03"
2010;1;29;29/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.60";"23.30";"13.00";"90.00";"55.00";"70.00";"9.30";"0.00";"14.00";"0.00";"4.58"
2010;1;29;29/01/10;"Sarco";-66,175556;-17,384167;2587;"1.00";"24.00";"13.50";"83.00";"47.00";"60.00";"15.80";"0.00";"1.00";"0.00";"4.71"
2010;1;30;30/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.80";"25.00";"12.80";"85.00";"52.00";"66.00";"14.80";"11.10";"13.00";"15.00";"5.09"
2010;1;30;30/01/10;"Sarco";-66,175556;-17,384167;2587;"1.50";"25.00";"14.00";"77.00";"49.00";"59.00";"0.00";"0.00";"0.00";"0.00";"4.91"
2010;1;31;31/01/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.40";"24.50";"14.00";"77.00";"40.00";"58.00";"5.60";"0.00";"14.00";"0.00";"4.76"
2010;1;31;31/01/10;"Sarco";-66,175556;-17,384167;2587;"1.30";"25.00";"14.50";"82.00";"56.00";"66.00";"0.00";"0.00";"0.00";"0.00";"4.82"
2010;2;1;01/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.10";"23.00";"14.80";"78.00";"56.00";"66.00";"11.10";"0.00";"8.00";"0.00";"4.16"
2010;2;1;01/02/10;"Sarco";-66,175556;-17,384167;2587;"2.30";"23.50";"14.50";"75.00";"49.00";"61.00";"15.80";"0.00";"1.00";"0.00";"4.37"
2010;2;2;02/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.80";"14.80";"87.00";"46.00";"60.00";"18.50";"0.00";"15.00";"0.00";"5.58"
2010;2;2;02/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.00";"15.50";"67.00";"40.00";"49.00";"23.20";"0.00";"14.00";"0.00";"6.11"
2010;2;3;03/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"29.70";"12.60";"68.00";"39.00";"51.00";"22.20";"0.00";"2.00";"0.00";"6.36"
2010;2;3;03/02/10;"Sarco";-66,175556;-17,384167;2587;"0.10";"31.00";"15.50";"46.00";"30.00";"36.00";"9.30";"0.00";"15.00";"0.00";"6.39"
2010;2;4;04/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"13.40";"30.10";"13.00";"71.00";"30.00";"49.00";"7.40";"0.00";"1.00";"0.00";"6.42"
2010;2;4;04/02/10;"Sarco";-66,175556;-17,384167;2587;"20.00";"31.50";"15.00";"58.00";"39.00";"47.00";"0.00";"0.00";"0.00";"0.00";"6.58"
2010;2;5;05/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"9.10";"24.40";"12.00";"89.00";"53.00";"69.00";"11.10";"7.40";"6.00";"8.00";"5.00"
2010;2;5;05/02/10;"Sarco";-66,175556;-17,384167;2587;"8.50";"26.00";"13.00";"96.00";"46.00";"67.00";"9.30";"0.00";"1.00";"0.00";"5.30"
2010;2;6;06/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"28.10";"11.70";"89.00";"35.00";"57.00";"11.10";"0.00";"12.00";"0.00";"6.01"
2010;2;6;06/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.00";"12.00";"83.00";"36.00";"54.00";"0.00";"0.00";"0.00";"0.00";"6.48"
2010;2;7;07/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.80";"14.80";"82.00";"46.00";"61.00";"5.60";"0.00";"11.00";"0.00";"5.54"
2010;2;7;07/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.00";"12.00";"50.00";"41.00";"47.00";"0.00";"0.00";"0.00";"0.00";"6.21"
2010;2;8;08/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"29.70";"15.00";"68.00";"39.00";"50.00";"9.30";"0.00";"12.00";"0.00";"6.04"
2010;2;8;08/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"31.00";"12.00";"66.00";"33.00";"45.00";"9.30";"0.00";"1.00";"0.00";"6.72"
2010;2;9;09/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.20";"26.70";"17.00";"81.00";"44.00";"59.00";"14.80";"5.60";"12.00";"12.00";"4.84"
2010;2;9;09/02/10;"Sarco";-66,175556;-17,384167;2587;"2.20";"28.00";"18.00";"69.00";"43.00";"52.00";"15.80";"9.30";"1.00";"9.00";"5.06"
2010;2;10;10/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.50";"32.20";"13.40";"82.00";"37.00";"53.00";"22.20";"0.00";"4.00";"0.00";"6.89"
2010;2;10;10/02/10;"Sarco";-66,175556;-17,384167;2587;"6.60";"33.50";"15.50";"62.00";"29.00";"44.00";"23.20";"0.00";"9.00";"0.00";"7.02"
2010;2;11;11/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"2.80";"25.10";"15.40";"86.00";"47.00";"63.00";"5.60";"0.00";"6.00";"0.00";"4.63"
2010;2;11;11/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"26.00";"15.50";"83.00";"46.00";"60.00";"0.00";"0.00";"0.00";"0.00";"4.88"
2010;2;12;12/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.60";"25.00";"14.20";"63.00";"44.00";"54.00";"18.50";"9.30";"6.00";"8.00";"4.79"
2010;2;12;12/02/10;"Sarco";-66,175556;-17,384167;2587;"1.50";"26.00";"16.00";;;;;;;;"4.78"
2010;2;13;13/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.20";"13.20";"86.00";"37.00";"56.00";"9.30";"7.40";"15.00";"15.00";"5.54"
2010;2;13;13/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.00";"14.00";"67.00";"43.00";"51.00";"0.00";"0.00";"0.00";"0.00";"5.93"
2010;2;14;14/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"28.30";"14.40";"78.00";"37.00";"52.00";"16.70";"0.00";"7.00";"0.00";"5.67"
2010;2;14;14/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.50";"16.50";"72.00";"35.00";"50.00";"0.00";"0.00";"0.00";"0.00";"5.72"
2010;2;15;15/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.10";"31.00";"13.60";"65.00";"31.00";"49.00";"14.80";"0.00";"6.00";"0.00";"6.49"
2010;2;15;15/02/10;"Sarco";-66,175556;-17,384167;2587;"3.70";"32.50";"15.50";"55.00";"30.00";"45.00";"0.00";"0.00";"0.00";"0.00";"6.69"
2010;2;16;16/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.10";"29.40";"14.80";"77.00";"37.00";"51.00";"14.80";"0.00";"12.00";"0.00";"5.90"
2010;2;16;16/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"32.00";"17.00";"62.00";"30.00";"46.00";"0.00";"0.00";"0.00";"0.00";"6.34"
2010;2;17;17/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"5.20";"21.70";"13.40";"94.00";"62.00";"81.00";"7.40";"0.00";"11.00";"0.00";"3.94"
2010;2;17;17/02/10;"Sarco";-66,175556;-17,384167;2587;"10.50";"31.50";"16.00";"81.00";"62.00";"73.00";"9.30";"0.00";"1.00";"0.00";"6.32"
2010;2;18;18/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.30";"11.50";"94.00";"38.00";"64.00";"18.50";"0.00";"4.00";"0.00";"5.70"
2010;2;18;18/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"28.00";"13.00";"79.00";"45.00";"57.00";"23.20";"0.00";"1.00";"0.00";"5.72"
2010;2;19;19/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"29.20";"11.70";"83.00";"39.00";"56.00";"25.90";"0.00";"2.00";"0.00";"6.16"
2010;2;19;19/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.00";"14.50";"61.00";"38.00";"48.00";"9.30";"0.00";"1.00";"0.00";"5.80"
2010;2;20;20/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"30.00";"13.20";"75.00";"32.00";"50.00";"14.80";"9.30";"11.00";"14.00";"6.20"
2010;2;20;20/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.50";"15.00";"71.00";"36.00";"49.00";"0.00";"0.00";"0.00";"0.00";"6.13"
2010;2;21;21/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.10";"26.10";"15.40";"86.00";"50.00";"64.00";"11.10";"0.00";"1.00";"0.00";"4.83"
2010;2;21;21/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"26.00";"17.00";"78.00";"40.00";"56.00";"0.00";"0.00";"0.00";"0.00";"4.52"
2010;2;22;22/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"30.00";"13.20";"86.00";"35.00";"53.00";"14.80";"5.60";"14.00";"13.00";"6.17"
2010;2;22;22/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.00";"15.00";"70.00";"38.00";"49.00";"15.80";"0.00";"1.00";"0.00";"5.97"
2010;2;23;23/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.40";"30.40";"13.00";"74.00";"33.00";"52.00";"16.70";"0.00";"12.00";"0.00";"6.29"
2010;2;23;23/02/10;"Sarco";-66,175556;-17,384167;2587;"0.80";"31.00";"15.50";"57.00";"30.00";"42.00";"23.20";"0.00";"1.00";"0.00";"6.17"
2010;2;24;24/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.10";"24.00";"14.00";"89.00";"54.00";"66.00";"11.10";"5.60";"16.00";"8.00";"4.43"
2010;2;24;24/02/10;"Sarco";-66,175556;-17,384167;2587;"1.10";"24.00";"15.00";"84.00";"51.00";"62.00";"9.30";"0.00";"2.00";"0.00";"4.26"
2010;2;25;25/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"17.80";"20.60";"13.50";"91.00";"68.00";"77.00";"9.30";"0.00";"15.00";"0.00";"3.53"
2010;2;25;25/02/10;"Sarco";-66,175556;-17,384167;2587;"17.00";"24.00";"15.00";"91.00";"66.00";"75.00";"0.00";"0.00";"0.00";"0.00";"4.25"
2010;2;26;26/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"2.00";"27.50";"12.80";"75.00";"50.00";"59.00";"11.10";"0.00";"12.00";"0.00";"5.51"
2010;2;26;26/02/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.00";"12.50";"67.00";"41.00";"50.00";"9.30";"0.00";"6.00";"0.00";"5.93"
2010;2;27;27/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"20.90";"26.10";"13.50";"94.00";"49.00";"68.00";"0.00";"0.00";"0.00";"0.00";"5.04"
2010;2;27;27/02/10;"Sarco";-66,175556;-17,384167;2587;"17.00";"28.00";"15.00";"81.00";"41.00";"55.00";"0.00";"0.00";"0.00";"0.00";"5.35"
2010;2;28;28/02/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"4.70";"20.60";"12.00";"95.00";"75.00";"88.00";"9.30";"0.00";"14.00";"0.00";"3.77"
2010;2;28;28/02/10;"Sarco";-66,175556;-17,384167;2587;"25.50";"20.00";"12.50";"87.00";"75.00";"83.00";"0.00";"0.00";"0.00";"0.00";"3.51"
2010;3;1;01/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.30";"23.50";"12.60";"95.00";"72.00";"82.00";"9.30";"5.60";"14.00";"15.00";"4.45"
2010;3;1;01/03/10;"Sarco";-66,175556;-17,384167;2587;"0.50";"23.00";"13.00";"77.00";"50.00";"64.00";"9.30";"0.00";"2.00";"0.00";"4.25"
2010;3;2;02/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.20";"26.80";"14.00";"95.00";"39.00";"71.00";"14.80";"0.00";"3.00";"0.00";"5.12"
2010;3;2;02/03/10;"Sarco";-66,175556;-17,384167;2587;"0.10";"27.00";"14.50";"83.00";"44.00";"65.00";"9.30";"0.00";"14.00";"0.00";"5.11"
2010;3;3;03/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"1.30";"27.60";"11.70";"91.00";"55.00";"74.00";"7.40";"0.00";"12.00";"0.00";"5.58"
2010;3;3;03/03/10;"Sarco";-66,175556;-17,384167;2587;"6.70";"29.00";"13.50";"68.00";"31.00";"50.00";"15.80";"0.00";"1.00";"0.00";"5.74"
2010;3;4;04/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"3.70";"26.70";"13.00";"91.00";"43.00";"60.00";"9.30";"5.60";"12.00";"3.00";"5.19"
2010;3;4;04/03/10;"Sarco";-66,175556;-17,384167;2587;"9.60";"28.00";"13.50";"80.00";"39.00";"60.00";"23.20";"23.20";"1.00";"1.00";"5.47"
2010;3;5;05/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"8.10";"21.70";"13.20";"95.00";"78.00";"87.00";"11.10";"0.00";"13.00";"0.00";"3.82"
2010;3;5;05/03/10;"Sarco";-66,175556;-17,384167;2587;"8.00";"23.00";"13.50";"89.00";"58.00";"75.00";"9.30";"0.00";"9.00";"0.00";"4.13"
2010;3;6;06/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.20";"11.60";"93.00";"32.00";"56.00";"11.10";"0.00";"12.00";"0.00";"5.44"
2010;3;6;06/03/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"27.50";"12.00";"84.00";"45.00";"70.00";"0.00";"0.00";"0.00";"0.00";"5.48"
2010;3;7;07/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"27.80";"11.40";"73.00";"33.00";"46.00";"5.60";"0.00";"13.00";"0.00";"5.59"
2010;3;7;07/03/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"29.00";"13.50";"74.00";"36.00";"51.00";"0.00";"0.00";"0.00";"0.00";"5.68"
2010;3;8;08/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"29.10";"10.20";"80.00";"27.00";"49.00";"14.80";"0.00";"12.00";"0.00";"5.99"
2010;3;8;08/03/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.50";"13.00";"59.00";"24.00";"37.00";"15.80";"0.00";"1.00";"0.00";"6.09"
2010;3;9;09/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"30.00";"10.30";"87.00";"35.00";"53.00";"11.10";"5.60";"13.00";"11.00";"6.18"
2010;3;9;09/03/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"30.00";"13.50";"75.00";"34.00";"48.00";"0.00";"0.00";"0.00";"0.00";"5.90"
2010;3;10;10/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"28.70";"13.50";"74.00";"32.00";"49.00";"9.30";"0.00";"12.00";"0.00";"5.55"
2010;3;10;10/03/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"31.50";"14.50";"73.00";"31.00";"46.00";"15.80";"0.00";"14.00";"0.00";"6.15"
2010;3;11;11/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"7.30";"29.60";"13.80";"75.00";"35.00";"59.00";"13.00";"0.00";"12.00";"0.00";"5.72"
2010;3;11;11/03/10;"Sarco";-66,175556;-17,384167;2587;"2.30";"30.50";"16.00";"64.00";"30.00";"48.00";"15.80";"0.00";"1.00";"0.00";"5.70"
2010;3;12;12/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"26.60";"15.40";"78.00";"46.00";"60.00";"13.00";"0.00";"12.00";"0.00";"4.72"
2010;3;12;12/03/10;"Sarco";-66,175556;-17,384167;2587;"0.00";"27.50";"17.00";"57.00";"39.00";"48.00";"15.80";"0.00";"2.00";"0.00";"4.71"
2010;3;13;13/03/10;"Cochabamba_Aeropuerto";-66,174444;-17,416111;2548;"0.00";"29.40";"10.70";"75.00";"37.00";"52.00";"14.80";"0.00";"12.00";"0.00";"5.93"
